Region,State,Crop,Season,Year,Area,Production_tons,Yield_tpha,Annual_Rainfall,Total_Rainfall,Fertilizer,Pesticide,Avg_Temp
South India,Karnataka,Sweet potato,Whole Year ,2011,1836.0,26754,14.10642857,1178.986364,296.5299999999999,307566.72,605.88,24.710833333333326
South India,Karnataka,Tapioca,Whole Year ,2011,860.0,9077,10.35222222,1178.986364,296.5299999999999,144067.2,283.8,24.710833333333326
South India,Karnataka,Tobacco,Whole Year ,2011,114558.0,104965,0.943076923,1178.986364,296.5299999999999,19190756.16,37804.14,24.710833333333326
South India,Karnataka,Turmeric,Whole Year ,2011,25525.0,128206,4.57875,1178.986364,296.5299999999999,4275948.0,8423.25,24.710833333333326
South India,Karnataka,Urad,Kharif     ,2011,84014.0,30814,0.374782609,1178.986364,296.5299999999999,14074025.28,27724.62,24.710833333333326
South India,Karnataka,Urad,Rabi       ,2011,8260.0,4199,0.51125,1178.986364,296.5299999999999,1383715.2,2725.8,24.710833333333326
South India,Karnataka,Wheat,Rabi       ,2011,225472.0,200932,0.981333333,1178.986364,296.5299999999999,37771069.44,74405.76,24.710833333333326
South India,Kerala,Arecanut,Whole Year ,2011,104548.36,121623,0.92,3035.1,296.5299999999999,17513941.27,34500.9588,24.710833333333326
South India,Kerala,Banana,Whole Year ,2011,59069.4,514054,8.229285714,3035.1,296.5299999999999,9895305.888,19492.902,24.710833333333326
South India,Kerala,Black pepper,Whole Year ,2011,85335.38,37501,0.369285714,3035.1,296.5299999999999,14295382.86,28160.6754,24.710833333333326
South India,Kerala,Cardamom,Whole Year ,2011,8510.0,723,0.03875,3035.1,296.5299999999999,1425595.2,2808.3,24.710833333333326
South India,Kerala,Cashewnut,Whole Year ,2011,54052.21,36743,0.381428571,3035.1,296.5299999999999,9054826.219,17837.2293,24.710833333333326
South India,Kerala,Coconut ,Whole Year ,2011,820866.94,5940564000,6884.550714,3035.1,296.5299999999999,137511629.8,270886.0902,24.710833333333326
South India,Kerala,Ginger,Whole Year ,2011,6907.59,37125,3.563571429,3035.1,296.5299999999999,1157159.477,2279.5047,24.710833333333326
South India,Kerala,Potato,Whole Year ,2011,386.0,4827,11.5,3035.1,296.5299999999999,64662.72,127.38,24.710833333333326
South India,Kerala,Rice,Autumn     ,2011,68134.83,171662,2.301538462,3035.1,296.5299999999999,11413946.72,22484.4939,24.710833333333326
South India,Kerala,Rice,Summer     ,2011,47290.01,149217,2.7,3035.1,296.5299999999999,7922022.475,15605.7033,24.710833333333326
South India,Kerala,Rice,Winter     ,2011,92734.9,248114,2.426428571,3035.1,296.5299999999999,15534950.45,30602.517,24.710833333333326
South India,Kerala,Sesamum,Kharif     ,2011,196.56,76,0.25375,3035.1,296.5299999999999,32927.7312,64.8648,24.710833333333326
South India,Kerala,Sugarcane,Whole Year ,2011,2604.41,263034,38.00357143,3035.1,296.5299999999999,436290.7632,859.4553,24.710833333333326
South India,Kerala,Tapioca,Whole Year ,2011,74497.84,2547399,34.15642857,3035.1,296.5299999999999,12479878.16,24584.2872,24.710833333333326
South India,Kerala,Tobacco,Whole Year ,2011,43.0,69,1.6,3035.1,296.5299999999999,7203.36,14.19,24.710833333333326
South India,Kerala,Turmeric,Whole Year ,2011,2970.45,7946,2.467142857,3035.1,296.5299999999999,497609.784,980.2485,24.710833333333326
North East India,Meghalaya,Arecanut,Whole Year ,2011,15448.0,21751,1.228571429,4083.104545,296.5299999999999,2587848.96,5097.84,24.710833333333326
North East India,Meghalaya,Arhar/Tur,Kharif     ,2011,788.0,921,0.96,4083.104545,296.5299999999999,132005.76,260.04,24.710833333333326
North East India,Meghalaya,Banana,Kharif     ,2011,6919.0,82125,10.37,4083.104545,296.5299999999999,1159070.88,2283.27,24.710833333333326
North East India,Meghalaya,Black pepper,Whole Year ,2011,911.0,493,0.537142857,4083.104545,296.5299999999999,152610.72,300.63,24.710833333333326
North East India,Meghalaya,Cashewnut,Whole Year ,2011,8697.0,15720,1.493333333,4083.104545,296.5299999999999,1456921.44,2870.01,24.710833333333326
North East India,Meghalaya,Castor seed,Kharif     ,2011,30.0,16,0.66,4083.104545,296.5299999999999,5025.6,9.9,24.710833333333326
North East India,Meghalaya,Cotton(lint),Kharif     ,2011,6871.0,6389,0.903333333,4083.104545,296.5299999999999,1151029.92,2267.43,24.710833333333326
North East India,Meghalaya,Dry chillies,Whole Year ,2011,1893.0,1474,1.041428571,4083.104545,296.5299999999999,317115.36,624.69,24.710833333333326
North East India,Meghalaya,Ginger,Kharif     ,2011,9461.0,58132,7.397142857,4083.104545,296.5299999999999,1584906.72,3122.13,24.710833333333326
North East India,Meghalaya,Gram,Rabi       ,2011,561.0,352,0.59,4083.104545,296.5299999999999,93978.72,185.13,24.710833333333326
North East India,Meghalaya,Jute,Kharif     ,2011,3889.0,34563,6.87,4083.104545,296.5299999999999,651485.28,1283.37,24.710833333333326
North East India,Meghalaya,Linseed,Rabi       ,2011,85.0,41,0.48,4083.104545,296.5299999999999,14239.2,28.05,24.710833333333326
North East India,Meghalaya,Maize,Kharif     ,2011,17303.0,26939,1.58,4083.104545,296.5299999999999,2898598.56,5709.99,24.710833333333326
North East India,Meghalaya,Masoor,Rabi       ,2011,356.0,296,0.7875,4083.104545,296.5299999999999,59637.12,117.48,24.710833333333326
North East India,Meghalaya,Mesta,Kharif     ,2011,4125.0,18433,4.54,4083.104545,296.5299999999999,691020.0,1361.25,24.710833333333326
North East India,Meghalaya,Other  Rabi pulses,Rabi       ,2011,890.0,642,0.71,4083.104545,296.5299999999999,149092.8,293.7,24.710833333333326
North East India,Meghalaya,Peas & beans (Pulses),Rabi       ,2011,1053.0,1488,1.315714286,4083.104545,296.5299999999999,176398.56,347.49,24.710833333333326
North East India,Meghalaya,Potato,Whole Year ,2011,17717.0,165670,7.448571429,4083.104545,296.5299999999999,2967951.84,5846.61,24.710833333333326
North East India,Meghalaya,Rapeseed &Mustard,Rabi       ,2011,7193.0,4902,0.6,4083.104545,296.5299999999999,1204971.36,2373.69,24.710833333333326
North East India,Meghalaya,Rice,Autumn     ,2011,32605.0,43401,1.511428571,4083.104545,296.5299999999999,5461989.6,10759.65,24.710833333333326
North East India,Meghalaya,Rice,Rabi       ,2011,12836.0,54206,2.07,4083.104545,296.5299999999999,2150286.72,4235.88,24.710833333333326
North East India,Meghalaya,Rice,Winter     ,2011,63434.0,125124,1.91,4083.104545,296.5299999999999,10626463.68,20933.22,24.710833333333326
North East India,Meghalaya,Sesamum,Kharif     ,2011,1592.0,867,0.598333333,4083.104545,296.5299999999999,266691.84,525.36,24.710833333333326
North East India,Meghalaya,Small millets,Rabi       ,2011,2290.0,1755,0.938571429,4083.104545,296.5299999999999,383620.8,755.7,24.710833333333326
North East India,Meghalaya,Soyabean,Kharif     ,2011,1098.0,1231,1.082857143,4083.104545,296.5299999999999,183936.96,362.34,24.710833333333326
North East India,Meghalaya,Sugarcane,Whole Year ,2011,74.0,199,2.444,4083.104545,296.5299999999999,12396.48,24.42,24.710833333333326
North East India,Meghalaya,Sweet potato,Kharif     ,2011,4164.0,13701,3.63,4083.104545,296.5299999999999,697553.28,1374.12,24.710833333333326
North East India,Meghalaya,Tapioca,Kharif     ,2011,4203.0,22046,6.122857143,4083.104545,296.5299999999999,704086.56,1386.99,24.710833333333326
North East India,Meghalaya,Tobacco,Rabi       ,2011,641.0,434,0.7575,4083.104545,296.5299999999999,107380.32,211.53,24.710833333333326
North East India,Meghalaya,Turmeric,Whole Year ,2011,2000.0,10512,5.21,4083.104545,296.5299999999999,335040.0,660.0,24.710833333333326
North East India,Meghalaya,Wheat,Rabi       ,2011,395.0,710,1.34,4083.104545,296.5299999999999,66170.4,130.35,24.710833333333326
South India,Tamil Nadu,Arecanut,Whole Year ,2011,6509.0,15948,2.054583333,926.5,296.5299999999999,1090387.68,2147.97,24.710833333333326
South India,Tamil Nadu,Arhar/Tur,Whole Year ,2011,35968.0,31292,0.867037037,926.5,296.5299999999999,6025359.36,11869.44,24.710833333333326
South India,Tamil Nadu,Bajra,Kharif     ,2011,30837.0,68165,2.1,926.5,296.5299999999999,5165814.24,10176.21,24.710833333333326
South India,Tamil Nadu,Bajra,Rabi       ,2011,15827.0,46282,2.827272727,926.5,296.5299999999999,2651339.04,5222.91,24.710833333333326
South India,Tamil Nadu,Banana,Whole Year ,2011,103107.0,4505435,43.34580645,926.5,296.5299999999999,17272484.64,34025.31,24.710833333333326
South India,Tamil Nadu,Black pepper,Whole Year ,2011,3767.0,856,0.174285714,926.5,296.5299999999999,631047.84,1243.11,24.710833333333326
South India,Tamil Nadu,Cardamom,Whole Year ,2011,4321.0,393,0.073636364,926.5,296.5299999999999,723853.92,1425.93,24.710833333333326
South India,Tamil Nadu,Cashewnut,Whole Year ,2011,97033.0,25532,0.285172414,926.5,296.5299999999999,16254968.16,32020.89,24.710833333333326
South India,Tamil Nadu,Castor seed,Whole Year ,2011,6202.0,1861,0.767407407,926.5,296.5299999999999,1038959.04,2046.66,24.710833333333326
South India,Tamil Nadu,Coconut ,Whole Year ,2011,419400.0,6200900000,13248.16226,926.5,296.5299999999999,70257888.0,138402.0,24.710833333333326
South India,Tamil Nadu,Coriander,Whole Year ,2011,10804.0,5049,0.454583333,926.5,296.5299999999999,1809886.08,3565.32,24.710833333333326
South India,Tamil Nadu,Cotton(lint),Kharif     ,2011,107036.0,302611,3.036923077,926.5,296.5299999999999,17930670.72,35321.88,24.710833333333326
South India,Tamil Nadu,Cotton(lint),Rabi       ,2011,28769.0,79158,2.83,926.5,296.5299999999999,4819382.88,9493.77,24.710833333333326
South India,Tamil Nadu,Dry chillies,Whole Year ,2011,56442.0,24640,0.532258065,926.5,296.5299999999999,9455163.84,18625.86,24.710833333333326
South India,Tamil Nadu,Garlic,Whole Year ,2011,442.0,2544,4.335,926.5,296.5299999999999,74043.84,145.86,24.710833333333326
South India,Tamil Nadu,Ginger,Whole Year ,2011,635.0,7011,11.01444444,926.5,296.5299999999999,106375.2,209.55,24.710833333333326
South India,Tamil Nadu,Gram,Whole Year ,2011,8592.0,5520,0.590625,926.5,296.5299999999999,1439331.84,2835.36,24.710833333333326
South India,Tamil Nadu,Groundnut,Kharif     ,2011,249079.0,548503,2.228,926.5,296.5299999999999,41725714.08,82196.07,24.710833333333326
South India,Tamil Nadu,Groundnut,Rabi       ,2011,136533.0,512151,3.583793103,926.5,296.5299999999999,22872008.16,45055.89,24.710833333333326
South India,Tamil Nadu,Horse-gram,Whole Year ,2011,68968.0,37181,0.5356,926.5,296.5299999999999,11553519.36,22759.44,24.710833333333326
South India,Tamil Nadu,Jowar,Kharif     ,2011,134231.0,147052,1.18173913,926.5,296.5299999999999,22486377.12,44296.23,24.710833333333326
South India,Tamil Nadu,Jowar,Rabi       ,2011,63465.0,105469,1.6525,926.5,296.5299999999999,10631656.8,20943.45,24.710833333333326
South India,Tamil Nadu,Jute,Kharif     ,2011,3.0,0,0.0,926.5,296.5299999999999,502.56,0.99,24.710833333333326
South India,Tamil Nadu,Maize,Kharif     ,2011,176287.0,1001667,5.832307692,926.5,296.5299999999999,29531598.24,58174.71,24.710833333333326
South India,Tamil Nadu,Maize,Rabi       ,2011,104342.0,693800,6.611481481,926.5,296.5299999999999,17479371.84,34432.86,24.710833333333326
South India,Tamil Nadu,Moong(Green Gram),Whole Year ,2011,164069.0,85118,0.600344828,926.5,296.5299999999999,27484838.88,54142.77,24.710833333333326
South India,Tamil Nadu,Onion,Whole Year ,2011,34913.0,376947,11.16703704,926.5,296.5299999999999,5848625.76,11521.29,24.710833333333326
South India,Tamil Nadu,Potato,Whole Year ,2011,4673.0,92207,19.59125,926.5,296.5299999999999,782820.96,1542.09,24.710833333333326
South India,Tamil Nadu,Ragi,Kharif     ,2011,68835.0,181491,2.607083333,926.5,296.5299999999999,11531239.2,22715.55,24.710833333333326
South India,Tamil Nadu,Ragi,Rabi       ,2011,13970.0,43371,2.879090909,926.5,296.5299999999999,2340254.4,4610.1,24.710833333333326
South India,Tamil Nadu,Rapeseed &Mustard,Rabi       ,2011,344.0,84,0.226666667,926.5,296.5299999999999,57626.88,113.52,24.710833333333326
South India,Tamil Nadu,Rice,Kharif     ,2011,1903772.0,7458657,4.226451613,926.5,296.5299999999999,318919885.4,628244.76,24.710833333333326
South India,Tamil Nadu,Sesamum,Whole Year ,2011,43175.0,26447,0.577931034,926.5,296.5299999999999,7232676.0,14247.75,24.710833333333326
South India,Tamil Nadu,Small millets,Whole Year ,2011,30150.0,36407,1.311304348,926.5,296.5299999999999,5050728.0,9949.5,24.710833333333326
South India,Tamil Nadu,Sugarcane,Whole Year ,2011,346350.0,38974842,113.736,926.5,296.5299999999999,58020552.0,114295.5,24.710833333333326
South India,Tamil Nadu,Sunflower,Whole Year ,2011,13610.0,24622,1.779230769,926.5,296.5299999999999,2279947.2,4491.3,24.710833333333326
South India,Tamil Nadu,Sweet potato,Whole Year ,2011,390.0,7991,20.57238095,926.5,296.5299999999999,65332.8,128.7,24.710833333333326
South India,Tamil Nadu,Tapioca,Whole Year ,2011,105350.0,3967751,37.77344828,926.5,296.5299999999999,17648232.0,34765.5,24.710833333333326
South India,Tamil Nadu,Tobacco,Whole Year ,2011,2868.0,8205,2.648333333,926.5,296.5299999999999,480447.36,946.44,24.710833333333326
South India,Tamil Nadu,Turmeric,Whole Year ,2011,67246.0,368413,5.563793103,926.5,296.5299999999999,11265049.92,22191.18,24.710833333333326
South India,Tamil Nadu,Urad,Whole Year ,2011,308263.0,178816,0.663333333,926.5,296.5299999999999,51640217.76,101726.79,24.710833333333326
South India,Andhra Pradesh,Arecanut,Kharif     ,2012,581.0,365,1.453333333,968.7,296.14000000000004,87614.8,180.11,24.678333333333335
South India,Andhra Pradesh,Arhar/Tur,Kharif     ,2012,480000.0,251000,0.5885,968.7,296.14000000000004,72384000.0,148800.0,24.678333333333335
South India,Andhra Pradesh,Bajra,Kharif     ,2012,60000.0,100000,1.483636364,968.7,296.14000000000004,9048000.0,18600.0,24.678333333333335
South India,Andhra Pradesh,Bajra,Rabi       ,2012,7000.0,11000,1.4,968.7,296.14000000000004,1055600.0,2170.0,24.678333333333335
South India,Andhra Pradesh,Cashewnut,Kharif     ,2012,121782.0,33048,0.278181818,968.7,296.14000000000004,18364725.6,37752.42,24.678333333333335
South India,Andhra Pradesh,Castor seed,Kharif     ,2012,208000.0,105000,0.764,968.7,296.14000000000004,31366400.0,64480.0,24.678333333333335
South India,Andhra Pradesh,Coconut ,Whole Year ,2012,99825.0,1670659000,14794.63,968.7,296.14000000000004,15053610.0,30945.75,24.678333333333335
South India,Andhra Pradesh,Coriander,Kharif     ,2012,1109.0,717,0.575,968.7,296.14000000000004,167237.2,343.79,24.678333333333335
South India,Andhra Pradesh,Coriander,Rabi       ,2012,7528.0,4534,0.723333333,968.7,296.14000000000004,1135222.4,2333.68,24.678333333333335
South India,Andhra Pradesh,Cotton(lint),Kharif     ,2012,2402000.0,5600000,2.440454545,968.7,296.14000000000004,362221600.0,744620.0,24.678333333333335
South India,Andhra Pradesh,Cowpea(Lobia),Kharif     ,2012,5000.0,2000,0.4,968.7,296.14000000000004,754000.0,1550.0,24.678333333333335
South India,Andhra Pradesh,Cowpea(Lobia),Rabi       ,2012,18000.0,17000,1.0425,968.7,296.14000000000004,2714400.0,5580.0,24.678333333333335
South India,Andhra Pradesh,Dry chillies,Kharif     ,2012,160000.0,581000,2.63,968.7,296.14000000000004,24128000.0,49600.0,24.678333333333335
South India,Andhra Pradesh,Dry chillies,Rabi       ,2012,44000.0,175000,3.632142857,968.7,296.14000000000004,6635200.0,13640.0,24.678333333333335
South India,Andhra Pradesh,Ginger,Kharif     ,2012,702.0,2587,6.5525,968.7,296.14000000000004,105861.6,217.62,24.678333333333335
South India,Andhra Pradesh,Ginger,Rabi       ,2012,1.0,8,8.0,968.7,296.14000000000004,150.8,0.31,24.678333333333335
South India,Andhra Pradesh,Gram,Rabi       ,2012,681000.0,762000,1.322,968.7,296.14000000000004,102694800.0,211110.0,24.678333333333335
South India,Andhra Pradesh,Groundnut,Kharif     ,2012,1059000.0,563000,1.296,968.7,296.14000000000004,159697200.0,328290.0,24.678333333333335
South India,Andhra Pradesh,Groundnut,Rabi       ,2012,286000.0,549000,2.015238095,968.7,296.14000000000004,43128800.0,88660.0,24.678333333333335
South India,Andhra Pradesh,Horse-gram,Kharif     ,2012,5000.0,3000,0.556666667,968.7,296.14000000000004,754000.0,1550.0,24.678333333333335
South India,Andhra Pradesh,Horse-gram,Rabi       ,2012,27000.0,16000,0.566666667,968.7,296.14000000000004,4071600.0,8370.0,24.678333333333335
South India,Andhra Pradesh,Jowar,Kharif     ,2012,103000.0,161000,1.567272727,968.7,296.14000000000004,15532400.0,31930.0,24.678333333333335
South India,Andhra Pradesh,Jowar,Rabi       ,2012,184000.0,381000,1.562857143,968.7,296.14000000000004,27747200.0,57040.0,24.678333333333335
South India,Andhra Pradesh,Linseed,Kharif     ,2012,422.0,203,0.455,968.7,296.14000000000004,63637.6,130.82,24.678333333333335
South India,Andhra Pradesh,Maize,Kharif     ,2012,565000.0,2341000,4.040952381,968.7,296.14000000000004,85202000.0,175150.0,24.678333333333335
South India,Andhra Pradesh,Maize,Rabi       ,2012,407000.0,2513000,6.119545455,968.7,296.14000000000004,61375600.0,126170.0,24.678333333333335
South India,Andhra Pradesh,Mesta,Kharif     ,2012,15000.0,126000,7.125,968.7,296.14000000000004,2262000.0,4650.0,24.678333333333335
South India,Andhra Pradesh,Moong(Green Gram),Kharif     ,2012,151000.0,107000,0.554736842,968.7,296.14000000000004,22770800.0,46810.0,24.678333333333335
South India,Andhra Pradesh,Moong(Green Gram),Rabi       ,2012,127000.0,87000,0.768666667,968.7,296.14000000000004,19151600.0,39370.0,24.678333333333335
South India,Andhra Pradesh,Niger seed,Rabi       ,2012,8273.0,5813,0.63,968.7,296.14000000000004,1247568.4,2564.63,24.678333333333335
South India,Andhra Pradesh,Onion,Kharif     ,2012,25000.0,450000,15.35285714,968.7,296.14000000000004,3770000.0,7750.0,24.678333333333335
South India,Andhra Pradesh,Onion,Rabi       ,2012,14000.0,386000,25.34375,968.7,296.14000000000004,2111200.0,4340.0,24.678333333333335
South India,Andhra Pradesh,Other  Rabi pulses,Rabi       ,2012,6590.0,4021,0.983333333,968.7,296.14000000000004,993772.0,2042.9,24.678333333333335
South India,Andhra Pradesh,Other Kharif pulses,Kharif     ,2012,2929.0,1923,0.6075,968.7,296.14000000000004,441693.2,907.99,24.678333333333335
South India,Andhra Pradesh,Potato,Kharif     ,2012,267.0,4093,16.335,968.7,296.14000000000004,40263.6,82.77,24.678333333333335
South India,Andhra Pradesh,Potato,Rabi       ,2012,934.0,14306,17.176,968.7,296.14000000000004,140847.2,289.54,24.678333333333335
