Region,State,Crop,Season,Year,Area,Production_tons,Yield_tpha,Annual_Rainfall,Total_Rainfall,Fertilizer,Pesticide,Avg_Temp
East India,West Bengal,Urad,Kharif     ,2009,43007.0,30072,0.579375,1317.2,301.35,6701350.74,7311.19,25.1125
East India,West Bengal,Urad,Rabi       ,2009,7009.0,5558,0.75,1317.2,301.35,1092142.38,1191.53,25.1125
East India,West Bengal,Wheat,Rabi       ,2009,315888.0,846657,2.401764706,1317.2,301.35,49221668.16,53700.96,25.1125
Central India,Madhya Pradesh,Arhar/Tur,Whole Year ,2009,324870.0,253399,0.6948,904.1,301.35,50621243.4,55227.9,25.1125
Central India,Madhya Pradesh,Bajra,Whole Year ,2009,197914.0,293506,1.078787879,904.1,301.35,30838959.48,33645.38,25.1125
Central India,Madhya Pradesh,Banana,Whole Year ,2009,8040.0,501350,44.35692308,904.1,301.35,1252792.8,1366.8,25.1125
Central India,Madhya Pradesh,Barley,Whole Year ,2009,75065.0,97660,1.586052632,904.1,301.35,11696628.3,12761.05,25.1125
Central India,Madhya Pradesh,Castor seed,Whole Year ,2009,1361.0,481,0.305714286,904.1,301.35,212071.02,231.37,25.1125
Central India,Madhya Pradesh,Coriander,Whole Year ,2009,150426.0,70473,0.367391304,904.1,301.35,23439379.32,25572.42,25.1125
Central India,Madhya Pradesh,Cotton(lint),Whole Year ,2009,623072.0,132478,0.198421053,904.1,301.35,97087079.04,105922.24,25.1125
Central India,Madhya Pradesh,Cowpea(Lobia),Kharif     ,2009,2992.0,1071,0.331785714,904.1,301.35,466213.44,508.64,25.1125
Central India,Madhya Pradesh,Cowpea(Lobia),Rabi       ,2009,680.0,231,0.349545455,904.1,301.35,105957.6,115.6,25.1125
Central India,Madhya Pradesh,Dry chillies,Whole Year ,2009,54162.0,90505,1.4066,904.1,301.35,8439522.84,9207.54,25.1125
Central India,Madhya Pradesh,Garlic,Whole Year ,2009,52169.0,224352,3.153,904.1,301.35,8128973.58,8868.73,25.1125
Central India,Madhya Pradesh,Ginger,Whole Year ,2009,7797.0,9667,1.159761905,904.1,301.35,1214928.54,1325.49,25.1125
Central India,Madhya Pradesh,Gram,Whole Year ,2009,3007732.0,3218273,0.9506,904.1,301.35,468664800.2,511314.44,25.1125
Central India,Madhya Pradesh,Groundnut,Whole Year ,2009,207062.0,249510,0.996041667,904.1,301.35,32264400.84,35200.54,25.1125
Central India,Madhya Pradesh,Horse-gram,Kharif     ,2009,22133.0,6708,0.3075,904.1,301.35,3448764.06,3762.61,25.1125
Central India,Madhya Pradesh,Horse-gram,Rabi       ,2009,171.0,56,0.3325,904.1,301.35,26645.22,29.07,25.1125
Central India,Madhya Pradesh,Jowar,Kharif     ,2009,452428.0,584989,1.3486,904.1,301.35,70497330.96,76912.76,25.1125
Central India,Madhya Pradesh,Jowar,Rabi       ,2009,3624.0,4686,1.727142857,904.1,301.35,564691.68,616.08,25.1125
Central India,Madhya Pradesh,Khesari,Whole Year ,2009,53778.0,40118,0.646666667,904.1,301.35,8379687.96,9142.26,25.1125
Central India,Madhya Pradesh,Linseed,Whole Year ,2009,106966.0,48563,0.684468085,904.1,301.35,16667442.12,18184.22,25.1125
Central India,Madhya Pradesh,Maize,Whole Year ,2009,812456.0,1018820,1.0752,904.1,301.35,126596893.9,138117.52,25.1125
Central India,Madhya Pradesh,Masoor,Whole Year ,2009,519238.0,272042,0.491666667,904.1,301.35,80907665.16,88270.46,25.1125
Central India,Madhya Pradesh,Mesta,Whole Year ,2009,731.0,237,0.283333333,904.1,301.35,113904.42,124.27,25.1125
Central India,Madhya Pradesh,Moong(Green Gram),Kharif     ,2009,73809.0,23862,0.345306122,904.1,301.35,11500918.38,12547.53,25.1125
Central India,Madhya Pradesh,Moong(Green Gram),Rabi       ,2009,2534.0,652,0.303793103,904.1,301.35,394847.88,430.78,25.1125
Central India,Madhya Pradesh,Niger seed,Whole Year ,2009,95632.0,21058,0.263846154,904.1,301.35,14901378.24,16257.44,25.1125
Central India,Madhya Pradesh,Onion,Whole Year ,2009,51151.0,785475,13.143,904.1,301.35,7970348.82,8695.67,25.1125
Central India,Madhya Pradesh,Peas & beans (Pulses),Whole Year ,2009,194056.0,90793,0.492708333,904.1,301.35,30237805.92,32989.52,25.1125
Central India,Madhya Pradesh,Potato,Whole Year ,2009,60052.0,737859,11.0822449,904.1,301.35,9357302.64,10208.84,25.1125
Central India,Madhya Pradesh,Ragi,Whole Year ,2009,382.0,120,0.32,904.1,301.35,59523.24,64.94,25.1125
Central India,Madhya Pradesh,Rapeseed &Mustard,Whole Year ,2009,768719.0,804849,0.827959184,904.1,301.35,119781794.6,130682.23,25.1125
Central India,Madhya Pradesh,Rice,Whole Year ,2009,1593071.0,1355660,0.906041667,904.1,301.35,248232323.2,270822.07,25.1125
Central India,Madhya Pradesh,Safflower,Whole Year ,2009,409.0,122,0.3,904.1,301.35,63730.38,69.53,25.1125
Central India,Madhya Pradesh,Sannhamp,Whole Year ,2009,4188.0,1469,0.368974359,904.1,301.35,652574.16,711.96,25.1125
Central India,Madhya Pradesh,Sesamum,Whole Year ,2009,320540.0,139755,0.4246,904.1,301.35,49946542.8,54491.8,25.1125
Central India,Madhya Pradesh,Small millets,Kharif     ,2009,268521.0,73804,0.282424242,904.1,301.35,41840942.22,45648.57,25.1125
Central India,Madhya Pradesh,Small millets,Rabi       ,2009,595.0,201,0.500666667,904.1,301.35,92712.9,101.15,25.1125
Central India,Madhya Pradesh,Soyabean,Whole Year ,2009,5439849.0,6419022,1.0138,904.1,301.35,847637271.2,924774.33,25.1125
Central India,Madhya Pradesh,Sugarcane,Whole Year ,2009,45549.0,1847170,31.6544898,904.1,301.35,7097445.18,7743.33,25.1125
Central India,Madhya Pradesh,Sunflower,Whole Year ,2009,202.0,91,0.369,904.1,301.35,31475.64,34.34,25.1125
Central India,Madhya Pradesh,Sweet potato,Whole Year ,2009,3497.0,20803,6.02,904.1,301.35,544902.54,594.49,25.1125
Central India,Madhya Pradesh,Tobacco,Whole Year ,2009,312.0,142,0.543636364,904.1,301.35,48615.84,53.04,25.1125
Central India,Madhya Pradesh,Turmeric,Whole Year ,2009,649.0,573,0.975483871,904.1,301.35,101127.18,110.33,25.1125
Central India,Madhya Pradesh,Urad,Kharif     ,2009,568158.0,213136,0.351,904.1,301.35,88530379.56,96586.86,25.1125
Central India,Madhya Pradesh,Urad,Rabi       ,2009,4882.0,1945,0.220833333,904.1,301.35,760713.24,829.94,25.1125
Central India,Madhya Pradesh,Wheat,Whole Year ,2009,4458995.0,8865378,1.8538,904.1,301.35,694800600.9,758029.15,25.1125
East India,Bihar,Arhar/Tur,Kharif     ,2010,25503.0,39439,1.487894737,629.2,302.27,4236303.33,6120.72,25.189166666666665
East India,Bihar,Bajra,Kharif     ,2010,4851.0,5424,0.995,629.2,302.27,805799.61,1164.24,25.189166666666665
East India,Bihar,Barley,Rabi       ,2010,11822.0,15686,1.252580645,629.2,302.27,1963752.42,2837.28,25.189166666666665
East India,Bihar,Castor seed,Kharif     ,2010,173.0,166,0.98,629.2,302.27,28737.03,41.52,25.189166666666665
East India,Bihar,Gram,Rabi       ,2010,56895.0,59384,0.956666667,629.2,302.27,9450828.45,13654.8,25.189166666666665
East India,Bihar,Groundnut,Kharif     ,2010,362.0,371,1.015714286,629.2,302.27,60131.82,86.88,25.189166666666665
East India,Bihar,Horse-gram,Kharif     ,2010,9870.0,9318,0.938888889,629.2,302.27,1639505.7,2368.8,25.189166666666665
East India,Bihar,Jowar,Kharif     ,2010,3082.0,3266,1.034444444,629.2,302.27,511951.02,739.68,25.189166666666665
East India,Bihar,Jute,Kharif     ,2010,127686.0,1164594,9.54,629.2,302.27,21209921.46,30644.64,25.189166666666665
East India,Bihar,Khesari,Rabi       ,2010,74372.0,73175,0.897297297,629.2,302.27,12353932.92,17849.28,25.189166666666665
East India,Bihar,Linseed,Rabi       ,2010,23012.0,18823,0.820540541,629.2,302.27,3822523.32,5522.88,25.189166666666665
East India,Bihar,Maize,Autumn     ,2010,234466.0,468518,1.910789474,629.2,302.27,38947147.26,56271.84,25.189166666666665
East India,Bihar,Maize,Rabi       ,2010,237723.0,922285,3.635882353,629.2,302.27,39488167.53,57053.52,25.189166666666665
East India,Bihar,Maize,Summer     ,2010,181513.0,717393,3.725135135,629.2,302.27,30151124.43,43563.12,25.189166666666665
East India,Bihar,Masoor,Rabi       ,2010,172692.0,162224,0.843947368,629.2,302.27,28685868.12,41446.08,25.189166666666665
East India,Bihar,Mesta,Kharif     ,2010,17165.0,144822,10.24086957,629.2,302.27,2851278.15,4119.6,25.189166666666665
East India,Bihar,Moong(Green Gram),Kharif     ,2010,9298.0,6080,0.66375,629.2,302.27,1544490.78,2231.52,25.189166666666665
East India,Bihar,Moong(Green Gram),Summer     ,2010,150720.0,81259,0.656571429,629.2,302.27,25036099.2,36172.8,25.189166666666665
East India,Bihar,Other  Rabi pulses,Rabi       ,2010,2174.0,1615,0.753,629.2,302.27,361123.14,521.76,25.189166666666665
East India,Bihar,Other Kharif pulses,Kharif     ,2010,2454.0,1717,0.734,629.2,302.27,407633.94,588.96,25.189166666666665
East India,Bihar,Peas & beans (Pulses),Rabi       ,2010,19150.0,19822,1.032894737,629.2,302.27,3181006.5,4596.0,25.189166666666665
East India,Bihar,Ragi,Kharif     ,2010,9014.0,8853,1.07,629.2,302.27,1497315.54,2163.36,25.189166666666665
East India,Bihar,Rapeseed &Mustard,Rabi       ,2010,86378.0,95817,1.101842105,629.2,302.27,14348249.58,20730.72,25.189166666666665
East India,Bihar,Rice,Autumn     ,2010,495218.0,444042,0.919642857,629.2,302.27,82260661.98,118852.32,25.189166666666665
East India,Bihar,Rice,Summer     ,2010,84465.0,163031,1.827916667,629.2,302.27,14030481.15,20271.6,25.189166666666665
East India,Bihar,Rice,Winter     ,2010,2265685.0,2505545,0.979210526,629.2,302.27,376352935.3,543764.4,25.189166666666665
East India,Bihar,Safflower,Kharif     ,2010,70.0,56,0.795,629.2,302.27,11627.7,16.8,25.189166666666665
East India,Bihar,Sesamum,Kharif     ,2010,2558.0,2015,0.7825,629.2,302.27,424909.38,613.92,25.189166666666665
East India,Bihar,Small millets,Kharif     ,2010,5303.0,4080,0.799444444,629.2,302.27,880881.33,1272.72,25.189166666666665
East India,Bihar,Sugarcane,Whole Year ,2010,250672.0,11827664,53.23921053,629.2,302.27,41639125.92,60161.28,25.189166666666665
East India,Bihar,Sunflower,Rabi       ,2010,17424.0,24986,1.419565217,629.2,302.27,2894300.64,4181.76,25.189166666666665
East India,Bihar,Tobacco,Whole Year ,2010,9377.0,16719,1.802727273,629.2,302.27,1557613.47,2250.48,25.189166666666665
East India,Bihar,Urad,Kharif     ,2010,15167.0,13225,0.8775,629.2,302.27,2519390.37,3640.08,25.189166666666665
East India,Bihar,Wheat,Rabi       ,2010,2100181.0,5094030,2.282631579,629.2,302.27,348861065.9,504043.44,25.189166666666665
Central India,Chhattisgarh,Arhar/Tur,Kharif     ,2010,54465.0,23901,0.432777778,1283.1,302.27,9047181.15,13071.6,25.189166666666665
Central India,Chhattisgarh,Bajra,Kharif     ,2010,76.0,37,0.546666667,1283.1,302.27,12624.36,18.24,25.189166666666665
Central India,Chhattisgarh,Bajra,Whole Year ,2010,545.0,18786,37.56,1283.1,302.27,90529.95,130.8,25.189166666666665
Central India,Chhattisgarh,Barley,Rabi       ,2010,2253.0,1196,0.581428571,1283.1,302.27,374245.83,540.72,25.189166666666665
Central India,Chhattisgarh,Castor seed,Kharif     ,2010,223.0,77,0.32,1283.1,302.27,37042.53,53.52,25.189166666666665
Central India,Chhattisgarh,Coriander,Whole Year ,2010,3342.0,1014,0.278235294,1283.1,302.27,555139.62,802.08,25.189166666666665
Central India,Chhattisgarh,Cotton(lint),Kharif     ,2010,12.0,20,1.655,1283.1,302.27,1993.32,2.88,25.189166666666665
Central India,Chhattisgarh,Dry chillies,Whole Year ,2010,6625.0,3218,0.465555556,1283.1,302.27,1100478.75,1590.0,25.189166666666665
Central India,Chhattisgarh,Garlic,Whole Year ,2010,1083.0,2564,2.667333333,1283.1,302.27,179897.13,259.92,25.189166666666665
Central India,Chhattisgarh,Ginger,Whole Year ,2010,1880.0,2500,1.181764706,1283.1,302.27,312286.8,451.2,25.189166666666665
Central India,Chhattisgarh,Gram,Rabi       ,2010,250496.0,239609,0.959411765,1283.1,302.27,41609890.56,60119.04,25.189166666666665
Central India,Chhattisgarh,Groundnut,Kharif     ,2010,29584.0,37349,1.33875,1283.1,302.27,4914198.24,7100.16,25.189166666666665
Central India,Chhattisgarh,Horse-gram,Kharif     ,2010,48782.0,13995,0.306470588,1283.1,302.27,8103178.02,11707.68,25.189166666666665
Central India,Chhattisgarh,Horse-gram,Rabi       ,2010,2109.0,562,0.256363636,1283.1,302.27,350325.99,506.16,25.189166666666665
Central India,Chhattisgarh,Jowar,Kharif     ,2010,5720.0,8193,1.511764706,1283.1,302.27,950149.2,1372.8,25.189166666666665
Central India,Chhattisgarh,Jute,Kharif     ,2010,542.0,0,0.0,1283.1,302.27,90031.62,130.08,25.189166666666665
Central India,Chhattisgarh,Khesari,Rabi       ,2010,359198.0,223624,0.625,1283.1,302.27,59666379.78,86207.52,25.189166666666665
Central India,Chhattisgarh,Linseed,Rabi       ,2010,37599.0,9769,0.255,1283.1,302.27,6245569.89,9023.76,25.189166666666665
Central India,Chhattisgarh,Maize,Kharif     ,2010,104861.0,190489,1.733888889,1283.1,302.27,17418460.71,25166.64,25.189166666666665
Central India,Chhattisgarh,Masoor,Rabi       ,2010,16094.0,5025,0.308666667,1283.1,302.27,2673374.34,3862.56,25.189166666666665
Central India,Chhattisgarh,Mesta,Kharif     ,2010,1218.0,2314,2.254,1283.1,302.27,202321.98,292.32,25.189166666666665
Central India,Chhattisgarh,Moong(Green Gram),Kharif     ,2010,9155.0,2648,0.242777778,1283.1,302.27,1520737.05,2197.2,25.189166666666665
Central India,Chhattisgarh,Moong(Green Gram),Rabi       ,2010,7116.0,1607,0.235333333,1283.1,302.27,1182038.76,1707.84,25.189166666666665
Central India,Chhattisgarh,Niger seed,Kharif     ,2010,69408.0,12024,0.186,1283.1,302.27,11529362.88,16657.92,25.189166666666665
Central India,Chhattisgarh,Onion,Whole Year ,2010,4984.0,26101,5.32625,1283.1,302.27,827892.24,1196.16,25.189166666666665
Central India,Chhattisgarh,Other  Rabi pulses,Rabi       ,2010,2495.0,437,0.172352941,1283.1,302.27,414444.45,598.8,25.189166666666665
Central India,Chhattisgarh,Other Kharif pulses,Kharif     ,2010,6685.0,1700,0.243529412,1283.1,302.27,1110445.35,1604.4,25.189166666666665
Central India,Chhattisgarh,Peas & beans (Pulses),Rabi       ,2010,14177.0,4795,0.344375,1283.1,302.27,2354941.47,3402.48,25.189166666666665
Central India,Chhattisgarh,Potato,Whole Year ,2010,11893.0,53440,5.708235294,1283.1,302.27,1975546.23,2854.32,25.189166666666665
Central India,Chhattisgarh,Ragi,Kharif     ,2010,8063.0,2243,0.280909091,1283.1,302.27,1339344.93,1935.12,25.189166666666665
Central India,Chhattisgarh,Rapeseed &Mustard,Rabi       ,2010,50248.0,20765,0.393333333,1283.1,302.27,8346695.28,12059.52,25.189166666666665
Central India,Chhattisgarh,Rice,Kharif     ,2010,3937796.0,6637737,1.702222222,1283.1,302.27,654107293.6,945071.04,25.189166666666665
Central India,Chhattisgarh,Safflower,Rabi       ,2010,802.0,239,0.287142857,1283.1,302.27,133220.22,192.48,25.189166666666665
Central India,Chhattisgarh,Sannhamp,Whole Year ,2010,1285.0,303,0.251666667,1283.1,302.27,213451.35,308.4,25.189166666666665
Central India,Chhattisgarh,Sesamum,Kharif     ,2010,20505.0,6878,0.352222222,1283.1,302.27,3406085.55,4921.2,25.189166666666665
Central India,Chhattisgarh,Small millets,Kharif     ,2010,158948.0,33299,0.213888889,1283.1,302.27,26402852.28,38147.52,25.189166666666665
Central India,Chhattisgarh,Soyabean,Kharif     ,2010,95758.0,112391,1.113076923,1283.1,302.27,15906361.38,22981.92,25.189166666666665
Central India,Chhattisgarh,Sugarcane,Whole Year ,2010,7540.0,18456,2.692777778,1283.1,302.27,1252469.4,1809.6,25.189166666666665
Central India,Chhattisgarh,Sunflower,Kharif     ,2010,4056.0,1326,0.498461538,1283.1,302.27,673742.16,973.44,25.189166666666665
Central India,Chhattisgarh,Sweet potato,Whole Year ,2010,2784.0,14038,5.319411765,1283.1,302.27,462450.24,668.16,25.189166666666665
Central India,Chhattisgarh,Tobacco,Whole Year ,2010,23.0,12,0.4,1283.1,302.27,3820.53,5.52,25.189166666666665
Central India,Chhattisgarh,Turmeric,Whole Year ,2010,978.0,875,1.044375,1283.1,302.27,162455.58,234.72,25.189166666666665
Central India,Chhattisgarh,Urad,Kharif     ,2010,102808.0,29551,0.291111111,1283.1,302.27,17077436.88,24673.92,25.189166666666665
Central India,Chhattisgarh,Urad,Rabi       ,2010,4298.0,1097,0.233076923,1283.1,302.27,713940.78,1031.52,25.189166666666665
Central India,Chhattisgarh,Wheat,Rabi       ,2010,103701.0,121745,1.395882353,1283.1,302.27,17225773.11,24888.24,25.189166666666665
West India,Gujarat,Arhar/Tur,Kharif     ,2010,276700.0,272900,0.966538462,1107.5,302.27,45962637.0,66408.0,25.189166666666665
West India,Gujarat,Bajra,Kharif     ,2010,489500.0,559200,1.226666667,1107.5,302.27,81310845.0,117480.0,25.189166666666665
West India,Gujarat,Bajra,Summer     ,2010,382900.0,941700,2.497,1107.5,302.27,63603519.0,91896.0,25.189166666666665
West India,Gujarat,Banana,Whole Year ,2010,23500.0,1650300,70.365,1107.5,302.27,3903585.0,5640.0,25.189166666666665
West India,Gujarat,Castor seed,Kharif     ,2010,490600.0,986000,2.011363636,1107.5,302.27,81493566.0,117744.0,25.189166666666665
West India,Gujarat,Cotton(lint),Kharif     ,2010,2623200.0,9825300,3.313043478,1107.5,302.27,435739752.0,629568.0,25.189166666666665
West India,Gujarat,Dry chillies,Whole Year ,2010,7600.0,6900,0.956666667,1107.5,302.27,1262436.0,1824.0,25.189166666666665
West India,Gujarat,Garlic,Whole Year ,2010,28900.0,173200,5.24125,1107.5,302.27,4800579.0,6936.0,25.189166666666665
West India,Gujarat,Gram,Rabi       ,2010,175500.0,199800,1.271153846,1107.5,302.27,29152305.0,42120.0,25.189166666666665
West India,Gujarat,Groundnut,Kharif     ,2010,1691200.0,3159100,1.680416667,1107.5,302.27,280925232.0,405888.0,25.189166666666665
West India,Gujarat,Groundnut,Summer     ,2010,230500.0,415900,1.723478261,1107.5,302.27,38288355.0,55320.0,25.189166666666665
West India,Gujarat,Guar seed,Whole Year ,2010,124600.0,73000,0.69,1107.5,302.27,20697306.0,29904.0,25.189166666666665
West India,Gujarat,Jowar,Kharif     ,2010,76400.0,80700,1.065238095,1107.5,302.27,12690804.0,18336.0,25.189166666666665
West India,Gujarat,Jowar,Rabi       ,2010,49400.0,58300,1.126470588,1107.5,302.27,8205834.0,11856.0,25.189166666666665
West India,Gujarat,Maize,Kharif     ,2010,422500.0,692100,1.692631579,1107.5,302.27,70181475.0,101400.0,25.189166666666665
West India,Gujarat,Maize,Rabi       ,2010,110000.0,220000,1.882307692,1107.5,302.27,18272100.0,26400.0,25.189166666666665
West India,Gujarat,Maize,Summer     ,2010,33000.0,66000,2.00125,1107.5,302.27,5481630.0,7920.0,25.189166666666665
West India,Gujarat,Moong(Green Gram),Kharif     ,2010,177400.0,89200,0.4828,1107.5,302.27,29467914.0,42576.0,25.189166666666665
West India,Gujarat,Moong(Green Gram),Summer     ,2010,71000.0,39000,0.584615385,1107.5,302.27,11793810.0,17040.0,25.189166666666665
West India,Gujarat,Moth,Kharif     ,2010,22400.0,12600,0.651875,1107.5,302.27,3720864.0,5376.0,25.189166666666665
West India,Gujarat,Onion,Whole Year ,2010,67100.0,1847900,26.0365,1107.5,302.27,11145981.0,16104.0,25.189166666666665
West India,Gujarat,Other  Rabi pulses,Rabi       ,2010,24000.0,18000,0.775,1107.5,302.27,3986640.0,5760.0,25.189166666666665
West India,Gujarat,Other Cereals,Kharif     ,2010,8000.0,5200,0.632,1107.5,302.27,1328880.0,1920.0,25.189166666666665
West India,Gujarat,Other Cereals,Rabi       ,2010,26000.0,32600,1.166363636,1107.5,302.27,4318860.0,6240.0,25.189166666666665
West India,Gujarat,Other Kharif pulses,Kharif     ,2010,34000.0,17000,0.496363636,1107.5,302.27,5647740.0,8160.0,25.189166666666665
West India,Gujarat,Potato,Whole Year ,2010,55100.0,1282700,21.58,1107.5,302.27,9152661.0,13224.0,25.189166666666665
West India,Gujarat,Ragi,Kharif     ,2010,20000.0,13900,0.7225,1107.5,302.27,3322200.0,4800.0,25.189166666666665
West India,Gujarat,Rapeseed &Mustard,Rabi       ,2010,222700.0,349200,1.562,1107.5,302.27,36992697.0,53448.0,25.189166666666665
West India,Gujarat,Rice,Kharif     ,2010,728300.0,1423800,1.8275,1107.5,302.27,120977913.0,174792.0,25.189166666666665
West India,Gujarat,Rice,Summer     ,2010,79800.0,242000,2.987777778,1107.5,302.27,13255578.0,19152.0,25.189166666666665
West India,Gujarat,Sesamum,Kharif     ,2010,213800.0,88500,0.430454545,1107.5,302.27,35514318.0,51312.0,25.189166666666665
West India,Gujarat,Sesamum,Summer     ,2010,75200.0,38100,0.616153846,1107.5,302.27,12491472.0,18048.0,25.189166666666665
West India,Gujarat,Soyabean,Kharif     ,2010,84000.0,68100,0.852307692,1107.5,302.27,13953240.0,20160.0,25.189166666666665
West India,Gujarat,Sugarcane,Whole Year ,2010,190100.0,13763000,69.7375,1107.5,302.27,31577511.0,45624.0,25.189166666666665
West India,Gujarat,Tobacco,Kharif     ,2010,59900.0,104500,1.805,1107.5,302.27,9949989.0,14376.0,25.189166666666665
West India,Gujarat,Tobacco,Rabi       ,2010,88000.0,176000,1.99,1107.5,302.27,14617680.0,21120.0,25.189166666666665
West India,Gujarat,Urad,Kharif     ,2010,102100.0,68700,0.672307692,1107.5,302.27,16959831.0,24504.0,25.189166666666665
West India,Gujarat,Urad,Summer     ,2010,7000.0,4600,0.7625,1107.5,302.27,1162770.0,1680.0,25.189166666666665
West India,Gujarat,Wheat,Rabi       ,2010,1588600.0,5013400,3.0388,1107.5,302.27,263882346.0,381264.0,25.189166666666665
West India,Gujarat,other oilseeds,Kharif     ,2010,102000.0,36900,0.333913043,1107.5,302.27,16943220.0,24480.0,25.189166666666665
North India,Haryana,Arhar/Tur,Kharif     ,2010,21927.0,23700,0.822105263,639.2,302.27,3642293.97,5262.48,25.189166666666665
North India,Haryana,Bajra,Kharif     ,2010,659592.0,1183000,1.715238095,639.2,302.27,109564827.1,158302.08,25.189166666666665
North India,Haryana,Barley,Rabi       ,2010,37269.0,130000,2.005238095,639.2,302.27,6190753.59,8944.56,25.189166666666665
North India,Haryana,Castor seed,Kharif     ,2010,1654.0,700,0.138333333,639.2,302.27,274745.94,396.96,25.189166666666665
North India,Haryana,Coriander,Whole Year ,2010,292.0,0,0.0,639.2,302.27,48504.12,70.08,25.189166666666665
North India,Haryana,Cotton(lint),Kharif     ,2010,493228.0,1747000,2.095,639.2,302.27,81930103.08,118374.72,25.189166666666665
North India,Haryana,Dry chillies,Whole Year ,2010,1139.0,10900,6.945333333,639.2,302.27,189199.29,273.36,25.189166666666665
North India,Haryana,Garlic,Whole Year ,2010,750.0,800,0.394444444,639.2,302.27,124582.5,180.0,25.189166666666665
North India,Haryana,Ginger,Kharif     ,2010,61.0,100,1.64,639.2,302.27,10132.71,14.64,25.189166666666665
North India,Haryana,Gram,Rabi       ,2010,111521.0,110000,0.515714286,639.2,302.27,18524753.31,26765.04,25.189166666666665
North India,Haryana,Groundnut,Kharif     ,2010,2318.0,2400,0.698181818,639.2,302.27,385042.98,556.32,25.189166666666665
North India,Haryana,Horse-gram,Kharif     ,2010,416.0,100,0.0725,639.2,302.27,69101.76,99.84,25.189166666666665
North India,Haryana,Jowar,Kharif     ,2010,70846.0,38000,0.499285714,639.2,302.27,11768229.06,17003.04,25.189166666666665
North India,Haryana,Maize,Kharif     ,2010,9662.0,19000,0.8175,639.2,302.27,1604954.82,2318.88,25.189166666666665
North India,Haryana,Masoor,Rabi       ,2010,3663.0,3300,0.526,639.2,302.27,608460.93,879.12,25.189166666666665
North India,Haryana,Moong(Green Gram),Kharif     ,2010,25983.0,11900,0.205555556,639.2,302.27,4316036.13,6235.92,25.189166666666665
North India,Haryana,Moth,Kharif     ,2010,5693.0,1400,0.238571429,639.2,302.27,945664.23,1366.32,25.189166666666665
North India,Haryana,Onion,Whole Year ,2010,2150.0,43800,19.95642857,639.2,302.27,357136.5,516.0,25.189166666666665
North India,Haryana,Other  Rabi pulses,Rabi       ,2010,102.0,0,0.0,639.2,302.27,16943.22,24.48,25.189166666666665
North India,Haryana,Other Kharif pulses,Kharif     ,2010,1944.0,0,0.0,639.2,302.27,322917.84,466.56,25.189166666666665
North India,Haryana,Peas & beans (Pulses),Rabi       ,2010,3007.0,2200,0.58,639.2,302.27,499492.77,721.68,25.189166666666665
North India,Haryana,Potato,Whole Year ,2010,12412.0,280900,21.70428571,639.2,302.27,2061757.32,2978.88,25.189166666666665
North India,Haryana,Rapeseed &Mustard,Rabi       ,2010,509709.0,953000,2.010952381,639.2,302.27,84667761.99,122330.16,25.189166666666665
North India,Haryana,Rice,Kharif     ,2010,1243281.0,3465000,2.561428571,639.2,302.27,206521406.9,298387.44,25.189166666666665
North India,Haryana,Sannhamp,Whole Year ,2010,103.0,0,0.0,639.2,302.27,17109.33,24.72,25.189166666666665
North India,Haryana,Sesamum,Kharif     ,2010,3268.0,1400,0.511052632,639.2,302.27,542847.48,784.32,25.189166666666665
North India,Haryana,Soyabean,Kharif     ,2010,2.0,0,0.0,639.2,302.27,332.22,0.48,25.189166666666665
North India,Haryana,Sugarcane,Whole Year ,2010,84517.0,604000,5.022,639.2,302.27,14039118.87,20284.08,25.189166666666665
North India,Haryana,Sunflower,Kharif     ,2010,4002.0,7400,1.026,639.2,302.27,664772.22,960.48,25.189166666666665
North India,Haryana,Sweet potato,Whole Year ,2010,64.0,0,0.0,639.2,302.27,10631.04,15.36,25.189166666666665
North India,Haryana,Turmeric,Whole Year ,2010,56.0,0,0.0,639.2,302.27,9302.16,13.44,25.189166666666665
North India,Haryana,Urad,Kharif     ,2010,1387.0,700,0.351,639.2,302.27,230394.57,332.88,25.189166666666665
North India,Haryana,Wheat,Rabi       ,2010,2503963.0,11578000,4.483333333,639.2,302.27,415933293.9,600951.12,25.189166666666665
Other,Himachal Pradesh,Arhar/Tur,Kharif     ,2010,9.0,3,0.43,1319.8,302.27,1494.99,2.16,25.189166666666665
Other,Himachal Pradesh,Bajra,Kharif     ,2010,201.0,107,0.46,1319.8,302.27,33388.11,48.24,25.189166666666665
Other,Himachal Pradesh,Barley,Rabi       ,2010,21233.0,25065,1.195454545,1319.8,302.27,3527013.63,5095.92,25.189166666666665
Other,Himachal Pradesh,Coriander,Rabi       ,2010,141.0,73,0.531,1319.8,302.27,23421.51,33.84,25.189166666666665
Other,Himachal Pradesh,Cotton(lint),Kharif     ,2010,8.0,13,1.355,1319.8,302.27,1328.88,1.92,25.189166666666665
Other,Himachal Pradesh,Garlic,Kharif     ,2010,3.0,4,1.33,1319.8,302.27,498.33,0.72,25.189166666666665
Other,Himachal Pradesh,Garlic,Rabi       ,2010,5024.0,7516,1.41,1319.8,302.27,834536.64,1205.76,25.189166666666665
Other,Himachal Pradesh,Gram,Rabi       ,2010,617.0,563,0.734444444,1319.8,302.27,102489.87,148.08,25.189166666666665
Other,Himachal Pradesh,Groundnut,Kharif     ,2010,62.0,46,0.6425,1319.8,302.27,10298.82,14.88,25.189166666666665
